id,pred
test_697,2
test_698,2
test_699,0
test_700,2
test_701,2
test_702,2
test_703,2
test_704,1
test_705,0
test_706,2
test_707,0
test_708,0
test_709,0
test_710,2
test_711,1
test_712,2
test_713,2
test_714,2
test_715,2
test_716,2
test_717,2
test_718,0
test_719,0
test_720,2
test_721,1
test_722,2
test_723,2
test_724,2
test_725,2
test_726,1
test_727,1
test_728,1
test_729,2
test_730,2
test_731,1
test_732,0
test_733,0
test_734,0
test_735,0
test_736,1
test_737,0
test_738,2
test_739,2
test_740,1
test_741,0
test_742,2
test_743,2
test_744,1
test_745,2
test_746,1
test_747,0
test_748,1
test_749,0
test_750,2
test_751,0
test_752,0
test_753,2
test_754,2
test_755,1
test_756,2
test_757,0
test_758,1
test_759,1
test_760,0
test_761,0
test_762,2
test_763,0
test_764,2
test_765,2
test_766,0
test_767,2
test_768,0
test_769,1
test_770,0
test_771,0
test_772,1
test_773,0
test_774,1
test_775,2
test_776,0
test_777,2
test_778,2
test_779,0
test_780,0
test_781,2
test_782,2
test_783,2
test_784,0
test_785,2
test_786,2
test_787,2
test_788,2
test_789,1
test_790,2
test_791,1
test_792,2
test_793,0
test_794,2
test_795,2
test_796,2
test_797,0
test_798,2
test_799,2
test_800,0
test_801,1
test_802,2
test_803,2
test_804,0
test_805,2
test_806,1
test_807,1
test_808,1
test_809,2
test_810,0
test_811,2
test_812,0
test_813,0
test_814,1
test_815,1
test_816,1
test_817,2
test_818,0
test_819,0
test_820,2
test_821,2
test_822,2
test_823,0
test_824,1
test_825,2
test_826,2
test_827,2
test_828,1
test_829,0
test_830,0
test_831,2
test_832,2
test_833,0
test_834,2
test_835,2
test_836,0
test_837,0
test_838,0
test_839,1
test_840,2
test_841,2
test_842,2
test_843,2
test_844,1
test_845,0
test_846,2
test_847,1
test_848,2
test_849,1
test_850,2
test_851,0
test_852,1
test_853,1
test_854,2
test_855,2
test_856,1
test_857,2
test_858,2
test_859,0
test_860,0
test_861,0
test_862,0
test_863,1
test_864,0
test_865,0
test_866,0
test_867,1
test_868,1
test_869,2
test_870,1
test_871,0
test_872,2
test_873,2
test_874,2
test_875,2
test_876,1
test_877,2
test_878,0
test_879,2
test_880,2
test_881,2
test_882,2
test_883,0
test_884,2
test_885,1
test_886,1
test_887,2
test_888,2
test_889,1
test_890,2
test_891,2
test_892,1
test_893,1
test_894,2
test_895,1
test_896,0
test_897,0
test_898,0
test_899,1
test_900,1
test_901,0
test_902,2
test_903,2
test_904,0
test_905,2
test_906,0
test_907,2
test_908,0
test_909,0
test_910,0
test_911,1
test_912,0
test_913,2
test_914,2
test_915,0
test_916,0
test_917,0
test_918,1
test_919,1
test_920,1
test_921,0
test_922,0
test_923,2
test_924,2
test_925,1
test_926,2
test_927,2
test_928,2
test_929,2
test_930,0
test_931,0
test_932,2
test_933,2
test_934,2
test_935,1
test_936,2
test_937,1
test_938,2
test_939,1
test_940,0
test_941,2
test_942,2
test_943,2
test_944,1
test_945,2
test_946,1
test_947,2
test_948,1
test_949,0
test_950,0
test_951,0
test_952,2
test_953,0
test_954,0
test_955,0
test_956,2
test_957,0
test_958,2
test_959,2
test_960,0
test_961,2
test_962,2
test_963,0
test_964,1
test_965,0
test_966,2
test_967,1
test_968,1
test_969,0
test_970,0
test_971,0
test_972,1
test_973,0
test_974,1
test_975,2
test_976,2
test_977,0
test_978,1
test_979,2
test_980,2
test_981,1
test_982,0
test_983,1
test_984,0
test_985,2
test_986,0
test_987,1
test_988,1
test_989,0
test_990,2
test_991,1
test_992,0
test_993,2
test_994,0
test_995,2
test_996,0
test_997,2
test_998,0
test_999,2
test_1000,2
test_1001,0
test_1002,0
test_1003,2
test_1004,2
test_1005,1
test_1006,0
test_1007,1
test_1008,0
test_1009,2
test_1010,1
test_1011,2
test_1012,2
test_1013,1
test_1014,0
test_1015,2
test_1016,1
test_1017,2
test_1018,0
test_1019,0
test_1020,2
test_1021,2
test_1022,1
test_1023,2
test_1024,1
test_1025,1
test_1026,0
test_1027,1
test_1028,0
test_1029,2
test_1030,0
test_1031,0
test_1032,2
test_1033,0
test_1034,2
test_1035,0
test_1036,2
test_1037,0
test_1038,0
test_1039,0
test_1040,0
test_1041,0
test_1042,1
test_1043,2
test_1044,0
test_1045,1
test_1046,2
test_1047,0
test_1048,1
test_1049,2
test_1050,0
test_1051,0
test_1052,0
test_1053,2
test_1054,2
test_1055,2
test_1056,1
test_1057,0
test_1058,0
test_1059,0
test_1060,2
test_1061,2
test_1062,0
test_1063,0
test_1064,2
test_1065,2
test_1066,1
test_1067,0
test_1068,0
test_1069,1
test_1070,0
test_1071,0
test_1072,1
test_1073,0
test_1074,1
test_1075,2
test_1076,0
test_1077,1
test_1078,0
test_1079,2
test_1080,2
test_1081,2
test_1082,1
test_1083,0
test_1084,0
test_1085,2
test_1086,1
test_1087,2
test_1088,2
test_1089,0
test_1090,2
test_1091,1
test_1092,1
test_1093,1
test_1094,0
test_1095,2
test_1096,2
test_1097,2
test_1098,2
test_1099,1
test_1100,2
test_1101,1
test_1102,1
test_1103,1
test_1104,0
test_1105,1
test_1106,0
test_1107,1
